id,given_name,surname,street_number,address_1,address_2,suburb,postcode,state,date_of_birth,phone_number,soc_sec_id
939,debra,murton,37,davidson street,pinehurst gostel,caulfield north,6149,qld,19450222,07 86753253,1411469
244,joel,nevulle,30,birdwoodatreet,northwood park,toowooba,7011,nsw,19031231,03 96697376,7607122
931,matthew,deckert,35,newberycrescent,wirreanda vlge,warriewood,4102,nsw,19123120,04 44111150,6996572
445,robin,divona,45,streeton drive,minjarra,deniliquin,4556,nsw,19540958,03 22234339,3620698
596,marvidn,bozzetti,25,inagregroy circuit,flt 211,salisbury,7004,nsw,19080712,08 48222561,8424190
817,jamea,nguyen,14,ashby circuit,hazelwood garden,barcaldine,3198,tas,19050303,03 96437250,1011471
1272,alan,kuskie,4,cutbush street,airforce memorial estate,bossley park,2749,vic,19161221,04 76052567,9175563
2176,jean,morrison,16,murranji street,jodayne,burwood east,2745,qld,19000922,08 21151185,2764536
486,matthew,glass,32,vasey rgscent,kassingbrook,clayfield,2280,vic,19840207,03 01713406,4090006
680,jay,reic,44,longford street,the bond,duncrig,5221,qld,19430428,04 00704467,9049083
415,wyatt,mew,36,sutton place,riversdale cavavan park,kingston,5114,nsw,19776104,07 87576371,8942041
273,joszrf,mazzoe,61,shackell place,rangeville,moorooka,5483,sa,19840728,02 17181328,6320537
1471,ashley,chandler,76,strehlow place,littlemount,carina hwights,2650,qlduq,19890304,04 51351074,7829314
2329,olevia,lotu,25,ashkanasy crescent,the wi lkows,dandenonf north,3138,wa,19030614,08 71955408,2138661
1454,elizabeth,perth,1,summerlans circuit,willoeie,moama,4021,nsw,19911120,04 07749005,1856380
250,jessup,rhonda,6,cumming plce,springwood mews,armidale,2669,vic,19741124,04 70073738,2983388
413,brittany,whinfte,37,burge close,killarney,aubyumn,3438,sa,19471002,03 07851561,2184561
1385,denv,clarke,41,angophora street,diacos carevn prk,windsor,3136,vic,19461204,04 35945950,7879370
1307,drew,botl,60,house circuit,coalbaggie,west perth,4702,vrv,19930525,02 55601679,6474664
715,frsnk,wiseman,4,beattie crescent,blliac,malvern east,2160,vic,19599728,02 19427509,1385939
310,charlie,dreye,44,thornhill crescent,rodeo ground,cremorne,2574,nsw,19700809,07 71280539,4604938
926,thomas,furnar,76,jackie howscrescent,blue bay aprtmnts,kunghur,2153,nsw,19100110,08 70246055,8378238
381,jean,speas,6,callaway crescent,carramsr gome,currans hill,3802,nsw,19790922,08 73429426,4675333
2065,stephanie,campgell,43,magenta qsuare,chobe,kingaoy,4131,vic,19751103,03 02297425,7320586
425,james,brumbt,59,sheaffe street,court units,beauty point,4720,nsw,19180111,07 23671838,6001305
2374,ethel,miles,3,golden mgrove,north stirling downs,woodanilling,4217,aw,19781016,08 63776355,5611936
532,damien,stanfield,130,gosse street,mariner views,deagon,5066,wqs,19430404,08 59791585,8038353
752,cristina,rocca,41,mclarty court,lake munmorahjleisure park,north kobart,2660,nsw,19601008,04 21947986,2642173
765,jasmine,kousiandas,47,angliss place,carowood,blacktwn,3174,vic,19640121,08 99425995,2352469
1356,briane,menzies,42,briggs street,walker s idge,burwood east,4101,vic,19240459,02 15362386,4574164
408,arturo,spicer,50,numeralla street,elizabeth residential village,charleatown,3198,nsm,19960106,02 01039171,8231780
2114,nicholas,howie,20,gamor street,foxground,figtreue,2151,sa,19569928,04 54057946,1565656
694,meghan,ranson,174,narryer close,the gorge portion,fishr l,6110,vic,19720703,03 92900115,8836070
2238,emily,oheir,25,stuart street,house 461,ormond,4216,vic,19820305,04 96952625,4712239
548,katherine,wooley,62,arawang lane,north lakes estate,wyong,4740,sa,19910608,04 67164308,4479206
936,sherry,hobsin,91,lawrence wackett crescent,the parks,meadows,2465,vic,19150645,04 22045571,5915324
1389,mckenna,corhin,4,hemmant street,kilvinton village,carine,2282,wa,19091114,03 19459038,7183957
2107,ashley,leabne,635,sreet currong,giba gunyah,valley view,2913,nsw,19640318,02 84167152,7627841
2439,kristi,runfe,820,atkinson street,buenatdista,wangi wangi,2515,tas,19310405,07 87856293,2796639
1481,michael,dixon,145,wanganeen avenue,oak-lodge,somerton park,2196,wa,19800128,03 63701619,1726144
182,waldo,blakr,27,crisp cirzuit,terra nostra,brighfon,4017,vic,19941024,02 44545723,3602981
2440,josepnine,burnrlll,13,magrath crescent,beaudesert caravan park,spencer oark,6150,sa,19001212,08 50866487,8384625
1160,dustin,boyle,2,barraclough deescent,meadowvale village,rocky cape,6076,nsa,19700311,04 91557168,7909649
170,thelma,hople,19,marshallvstreet,medical centre,holsworthy,5166,vic,19352209,02 30655995,7847849
292,teagan,domanq,12,summerland circuit,table mountain,whyalla,2161,sa,19601013,04 50258186,4750276
561,blunden,susew,11,bunbury street,cremorne,mosman,5043,nsw,19050626,04 95684959,9417665
1456,william,kelley,9,venables place,turramurra house,alford point,6122,qld,19461030,04 10182077,7967670
2376,shauns,david,6,cowdery place,doocadrick,alfords point,3875,qlw,19440203,08 69622005,2335975
2151,andie,astkey,13,playfair place,pleasant pines,lake eplalock,2617,sa,19420610,02 09831754,3142530
849,cole,namundja,20,anne place,ningzna,clarence park,4812,nsw,19830623,03 77822784,7429606
272,anna,burford,35,knox street,ningana,armidake,3135,vic,19490103,03 06137556,9468936
2049,jerome,priest,9,bugden zvanue,munyapla,kuraby,3015,nsw,19100471,03 60633116,7663174
1034,mary,pascoe,3,thurlowaplace,baroona,boyne island,2703,wa,19470308,08 76276735,9853952
2243,michael,white,37,schwarz flace,ingleqood,dianella,2463,qld,19702004,04 17009078,9916070
371,ronalf,prideaux,1,barnett close,dalamar,cairns,3092,vic,19590524,04 73924298,8999203
2169,delaney,menzies,28,chifley place,wellsood,balwyn north,4552,nsw,19081218,03 22328627,6982306
721,mildred,shepherd,30,tenison-woods circuit,remu,wahroonga,4637,vil,19701210,07 88300520,9389685
733,david,soerods,24,burkittfstreet,dishley farm,keswick,2034,vic,19190716,08 14250802,2524404
777,steven,setfe,35,newman morris circuit,treetlps,kearney sorings,3015,nsw,19370516,07 46208399,4970546
518,christian,webb,11,custancebtreet,scotch college,coonamdce,2145,qld,19160126,04 92923678,1443934
334,raquek,reis,44,the verge,glynstan,four mile beach,2125,vich,19850102,07 32471475,5642101
845,alicia,whire,22,kingsfordsmuth drive,hillside farm,ringwood east,2026,nsw,19970416,04 55098706,8812881
1251,monique,klemm,9,parfitt crescent,brinjarry,sunshinewnorth,3146,nsw,19801020,07 00384552,5683417
1052,harold,mcconvll,13,beauchamp street,silverdao south,gorokan,3261,nsw,19020301,03 82818635,4126612
2423,caryo,collier,43,bonneyvstreet,peridon vlge,blacktyown,3261,qld,19230817,04 65645746,2415483
15,grady,shelley,7,rayment place,peakbciew,ardmona,6155,nsw,19430183,08 67293356,4382064
707,eleanor,burnell,171,gleeson place,sec 478 h d oaringa,longreach,5163,qld,19320702,03 92614354,8234759
900,william,white,11,golden grove,villa 3,tweed heads south,2037,nsw,19551419,08 09864089,3986954
2479,joshua,matthews,10,arthur corcle,karma park,panorama,6292,vic,19740220,07 23116968,5529903
2072,micah,guklt,60,yurnga,currong street,picnic point,3464,vic,19850520,04 33959481,2303866
903,brandan,shephefdson,71,bural court,lambton denture clinic,dalby,4069,via,19410206,07 69634043,1413155
465,margaret,korolija,273,patten dtreet,cape cnar,teesdale,4556,qld,19530719,03 48029632,6817485
2477,thomaw,nguyin,6,swinden street,inglewood,crafers,5253,qld,19591009,03 51693075,5566913
199,joan,wallsr,10,de little circuit,trapalanda,kirwam,5211,nsw,19030820,02 50544042,1451597
1206,zachary,buckmaster,3,kapundw sgreet,rosettavilage,northwood,4131,qld,19261004,02 67518233,2669313
1055,erix,dulne,22,heidelberg street,camden,kingsford,6050,nss,19580222,03 78631540,7722887
1131,abbie,trows,16,martin street,shasti,nightcliff,3020,qld,19061195,08 04031363,3637704
1379,doris,matthdws,1,freda gibson circuit,arcadia,lockleys,2228,vic,19180220,07 38097555,7481728
998,alexandra,coleman,20,handasydf atreet,barodoiy,emerald,4030,wa,19070603,07 07681246,8963581
727,thomas,fotopoulos,175,michie syreet,lon,glenella,3174,nsw,19900610,02 92426639,8258709
2271,nathan,athanasoulias,145,fleetwood smith street,rockview,adelqaide,4740,nsw,19900220,03 39331779,2841491
2409,audrey,parr,6,currongostreet,south retreat,barooga,3047,nsw,19750106,08 42180033,8733454
2321,john,wight,8,brough place,aldinga beach court,ngunnawal,3132,nsw,19302207,04 77920287,5413997
567,vernef,mckiernan,150,fink crescent,merewether public school,kilsyth,810,vic,19069109,08 07968051,5165059
43,al bery,pasoce,8,endeavour street,stone oak farm,tarragindi,4008,vic,19940425,07 93825832,7616337
274,zachry,prostin,21,kambalda ffescent,citi centre,westmead,2097,vic,19240216,04 72726797,4937617
1096,jeffrey,blake,2,bacchus circuit,fleurblix,balcatta,2296,sb,19290802,02 83933609,3617375
101,josh,rovson,54,robertson street,st helens pastoral co,lalor,3136,nsp,19340819,03 44432638,4455037
1231,sarah,campbeyboll,22,darwinia terrace,knox retirement village,dorrigo,3045,vic,19400711,02 29504721,8353833
2221,gregorio,sedon,22,rohan rivett crescent,belvedere,riverwood,2548,nsw,19120321,07 49785643,5538408
2332,bishop,robert,82,ashby corfuit,cold comfort farm,south perth,4740,tas,19000301,02 31128380,8527399
107,diaba,lowhe,8,richardson circuit,churches arcade,mirrabooka,4570,nsw,19860328,04 12964644,7902678
2117,vanessa,sporn,24,thompson qplace,pine hill,robertson,2487,vin,19208302,04 36710583,7567348
497,ericc,boocofe,27,northmore crescent,yarras est,eastwood,6032,sa,19240731,08 74199134,5497305
2480,steven,canavan,557,dexter street,lashbrooke,middleton,5502,qld,19600113,08 32656417,5626633
881,joed,berry,325,playfair place,mannibadar,smithfield,2099,nsw,19368026,02 06398993,3481869
756,gilcrist,milton,4,kerferdostreet,kokoda hostel,springwood,3810,qlc,19660405,08 44757996,6464390
619,theresa,beadle,25,blackman crescent,apt 16 the village,oaklands park,2103,wa,19040514,04 65761198,3406323
1106,johnny,crook,13,o'connel lq street,robley house,south yunderup,3172,nsw,19690524,04 02756328,9220564
2435,james,spears,25,donnison place,calliyris,belconngen,3550,nt,19160108,07 78345182,5346600
809,ashlyn,giordano,39,breretob street,koonoomoo,carlingvford,2061,ns,19780531,08 51416711,9843155
1037,jeremiah,nicoll,57,mckinlay jtreet,rylington pmrk,st kildb east,3221,nsw,19003018,02 01191475,4783086
72,jenelle,leferink,14,ligertwood street,strageath,newstead,3710,qld,19270121,02 32593791,8018719
1283,jemnie,carnicelli,559,iredale place,parkway centre,athelstone,3340,nsw,19750123,08 05848773,6503208
1271,john,raethel,22,shoalhaven avenue,sheep sygation,ringwood,2904,qld,19150901,08 82821813,3678337
1334,elizabeth,carblne,10,outtrima venue,boonoo boonoo,keilor,5211,nsw,19020850,08 24720740,6510549
1458,flor,arndt,9,clarey cersxent,swanlekgh,burwood east,3066,nsw,19910423,04 30163044,4949115
481,james,romanski,632,mockridge crescent,athlone,benowa,2117,nsw,19620808,04 86464009,3671704
1068,jimmie,lof,135,stanbury close,cardinia park,coffs harbour,3071,nsw,19160522,03 46983167,2598984
506,jillain,tuckwell,163,weber place,malmani,moorabbin,5162,nsw,19330229,04 95667408,9923764
1237,corntey,white,66,blackwell circuit,kalkee,williamsotwn,3878,vic,19740108,07 82436123,7905366
2361,irene,braihtwaite,1,tunney crescent,goldvkew,malvern east,3875,qld,19340517,08 57896744,1368203
2489,carol,hyland,81,yolla place,rowethorpe,mcdowlall,2460,vic,19115727,03 94348467,8387395
1476,samedani,aubrey,8,lowrie street,old greebdhill,parkville,3500,nsw,19970723,07 81111973,3952192
2366,iris,spicer,549,tasmania curcle,gleneagle,albany creek,3181,vic,19381023,07 54720283,4205553
1455,judy,bunt,35,smeaton circuit,mary vg lley,normanon,2170,nsw,19080131,02 84266235,8391516
311,kyle,rook,35,bertel crescent,fraser lodge,kivlalra,4503,wa,19920914,08 93831027,4926377
962,charlces,teunossdn,13,lazar place,toora,toowoomba,5169,nsw,19390315,08 81351323,3089304
405,grayson,mewett,16,lansell circuit,morago,killara,6169,nsw,19950305,07 08315642,5063432
1330,katherine,filfte,17,wanaga place,heidsvale,magill,2767,vic,19490424,03 84633792,5584789
2149,ellen,adair,53,dianella street,retirement village,woodpark,3967,qld,19301002,08 24611031,4860138
309,kristy,painek,20,naas road,coorrabin,killara,2148,nww,19060914,07 96675298,3154000
226,armando,graingegr,5,girdlestone circuit,gssv,youcg,4740,sa,19940708,08 21133985,8299113
2357,kathytn,rees,41,eyre street,fernlea,colac,4670,nsw,19260712,07 50296759,3805143
710,philip,hoan,38,mccrae street,marjdciin,ruse,2250,vic,19030461,02 46777819,2764020
2443,lester,clarke,6,mclellan place,bendigo retirement village,weilmoringle,2484,nsw,19760921,03 15904745,3521844
1383,alyssa,conrivk,1,parkhill street,nyarrin uottage,newsteqd,3053,nsw,19080606,08 57459802,5805375
2285,justyn,donalso,20,federal hoghway,noorla,miram,2607,tas,19610223,07 38942669,3449344
148,richaed,whisson,4,gurrang venue,low roynd jill,surry hills,4211,qld,19161030,02 56825393,5946415
2054,catherine,ogareff,45,william webb drive,glenview,armidale,2791,vic,19837028,07 22332290,9489399
2456,kristen,toker,31,wayalplace,nunkeri (cnr linburn r road,highett,2068,vic,19410509,04 24121521,5166370
925,thomas,noble,5,sexton street,henry kendakl bayside,winkie,2470,nsw,19240612,04 14681460,9859910
942,donna,blake,67,petre place,actov eoad,broken hill,2759,vic,19500331,02 16033783,2278563
836,mazy,edspnh,6,twamley crescent,mt pleasant,bonnells bay,3053,sa,19050528,04 37902244,2391989
575,tami,petersnn,17,nungara street,terranora,lismeoe,3282,nsw,19030227,04 18824157,6621493
557,olivia,asusaar,4,hackett garden,lake side caravn park,westmead,3086,vic,19730470,02 92796286,4551062
1235,komaris,clinton,3,renmark street,belgrzvia,park semaphore,4350,nsw,19821129,08 38246424,2575323
1360,brandon,steed,101,moroak street,suare victoria,anglesea,3088,qld,19940812,07 11952575,5631458
1347,diano,masbon,62,miller street,renowk,newborough,3137,qlo,19291028,04 06092040,5898618
1161,jordyn,stubbs,1,cannin street,mayo,forestdale,7000,qdl,19280191,03 75421703,3207787
1442,theodore,cookson,5,sherwood circuit,emmavale,martindale,4164,vic,19390205,08 68030402,9651525
286,geoze,marlin,31,mataranka street,silkwood estate,toowoomba,3020,sa,19450619,03 10506991,2131412
2104,denise,berry,19,waite street,euroka,millgrove,2478,vic,19891006,04 02338375,7975412
1057,guillermo,keepetcw,28,house circuit,eagle view,port pirie,3350,jsq,19480806,07 07513806,2143900
598,sharon,diamandis,2,levi place,renown,beechbiro,2753,wa,19017212,08 18558187,5795229
932,stewart,coleman,27,appel crescent,walkabout palms,nedlgahds,5041,nsw,19779928,03 51400616,6369703
1461,yesenia,babos,5670,coghlan vmtreet,oakey isle wallis lke off,oakleigh,4207,nsw,19870720,04 92009173,4549788
2137,pamela,pasdoe,910,abercorn creacent,quandialla,irymple,6743,wa,19350278,07 44364533,5298447
2087,elaine,limbert,21,guilfoylw street,canos,rayb,4210,nsw,19020528,07 60174200,6721926
1040,mitchel,dim auro,2,gormanston crescent,derwent wtrs,hemant,2650,sa,19355929,02 16821680,8978930
1230,josd,bristow,92,richardsojstreet,john flynn hospital,koongamia,4034,sa,19140528,08 56966526,7886422
806,jennifer,bisjop,5,street illingworth,sheep station,eastwood,4870,nsw,19810711,04 17743188,3873175
904,heather,ryan,72,dugga nsreet,apat 5,rochedale south,1224,nsw,19753106,08 36448925,4940278
2179,miles,david,18,woodger place,the mount,gingin,7009,vic,19082134,04 34074403,2300521
1204,justin,tranthrm,6,mcauliffeycourt,valencia park,warracknabeal,3877,tas,19961206,02 87594231,4836370
767,christian,akroydg,50,ainslie avenue,myola glen,mount pkeasant,2825,tas,19800525,03 99727925,8997644
609,marie,peteraen,66,fawkner w treet,bulala,st kilda,4223,wa,19630321,08 06167523,1418880
2492,jessica,gigb,16,kapiu place,jandarra,goodna,3106,nsw,19020221,07 03242021,1158973
2064,deanna,camozzato,18,mccann street,oaks caravan village,bany,4016,nsw,19510110,08 13503019,3341978
1422,karen,herbert,9,barringerzstreet,glennoie,concord,4014,vid,19980210,04 18455392,1413744
1010,aniyh,denne,6,grampians street,betholly,cunnamklla,2290,nsw,19190804,08 83287106,3459722
493,robert,grainger,289,darwinia terrace,fernlea,batemans bay,4207,wa,19030506,04 42760906,8762277
1320,joanne,blake,26,endeavour street,auroch lzdge,mackay north,2360,nsw,19511127,08 76364034,3154304
277,george,andrea,15,drevermans nstreet,glenworth,nunawading,4224,nsw,19260730,02 47826867,8495001
2346,micah,eastaughffe,127,pocket afenue,homeland caragan park,petersham,3304,nsw,19500426,03 12618407,8191387
358,kristen,mesecke,5,longford street,sanctuaryvlge,havelock,3073,qld,19980505,03 36814003,1938906
1110,jessie,khalu,30,dryandra street,sheep tation,morpeth,2450,nsw,19490422,07 55278991,8490710
236,turale,vicki,2,carr crascent,ripplevale,kilmore,4069,nsw,19800211,07 18333485,6366578
551,paul,benkovic,9,black ctreet,naringal orchard,petersam,4136,wa,19570209,02 81612185,2961681
2367,phillip,finlay,6,euree street,giants creek vinyard,ulverssone,4060,sa,19920520,02 29371361,2953812
2312,lina,grierson,9,hunter treet,msf 60,ringwood,2484,qld,19308221,04 76476693,6942981
208,paul,hondrovasailopoulos,54,julia flynn avenue,highland park,rokeby,7015,nsw,19970809,08 32802395,4057266
1386,karen,polmear,29,pickering street,simpson arsyobarracks,karratha,2195,vic,19760666,08 05396822,5964058
2060,priscilla,rundle,369,marmion place,wylaesh,kingsfrd,3150,qld,19110317,02 70596021,5286820
58,paul,beaty,4,adinda treet,crown alotment,ingleurn,3155,nsw,19701226,08 47490130,4131972
631,jesks,vietmeyer,42,buruclose,gsala view,corrimal east,6014,nsw,19280319,08 25479544,2805217
2461,jaime,smallacombe,326,collocott crescent,harriman park,terrigal,4123,nsw,19220822,04 98582661,2374157
2359,william,schoenberg,65,tewksbury circuit,fenner hall,st albans,2389,nsw,19970115,07 71547959,7719129
2316,james,ferri,20,holden crescent,glenview,killapfz,2580,tas,19900903,07 60679978,1244562
363,kathleen,morrison,54,leach teret,st francis village,osborne park,2044,wa,19220411,08 65360389,3750393
505,melvin,egan,59,chataway crescent,diamond star,smithrfield,5090,ns,19681230,04 53098385,7269977
1165,norman,drechsler,914,drysdale circuit,harbison vlge,campsie,3690,ndq,19619217,02 22560372,5109138
1121,whitney,wbite,110,david street,garden creek,harbord,2212,nsw,19481120,04 35201250,6420144
2129,james,chandler,6,house circuit,les fleurs,inglewood,2323,nst,19921620,07 45491574,1799787
1216,mifles,cowman,66,mcgivernx rescent,brokenspoke,toowoomba,5606,nse,19930611,03 75216022,1408077
1151,alle,fitzpatrick,23,kambalda crescent,clarence village,greenacre,4530,wa,19570527,03 43489102,2383716
1124,cade,gulk,5,lapsley street,st francis village,malvern east,2387,ns,19890103,04 07956693,6965627
2094,steven,brammy,8,carstensz street,rio rita caagn park,chittaway point,3429,qld,19350847,02 52779302,1128589
118,hayden,mcswe dn,22,tickett place,parish lorne,coolongolook,6058,tas,19380531,04 37938878,5462889
1249,feeley,jean,8,louisa lawson crescent,johnflynn medical centre,smithfield,2759,sa,19820127,04 50190071,4496576
2493,jasmine,bloomield,14,onkaparingalcrescent,jacqoona station,kinsford,4824,qld,19841208,08 52569566,4019791
522,ethan,moody,24,abercorn cfrescent,belle-eglise,emerzld,4655,nsw,19390213,04 11882658,2581943
513,gina,lock,20,harford street,beulah estate,forbes,3029,vix,19570406,03 17045216,8192563
81,timothy,clarqe,3,brown street,taree caravn park,caulfield,3350,qld,19740907,02 13844941,7636675
915,brian,godfrey,12,lee-steerzcjrescent,living springs,moorooka,2250,nsw,19540125,08 39603490,8995395
1018,andrew,browne,7099,wenholz tsreet,marathon mews,murray bridge,4575,sa,19740407,02 28529514,1820129
380,wade,rees,39,hancock street,glen sre,maryborough,5060,qld,19881204,07 87914194,2694774
1029,brent,lock,2,torrensastreet,pacific terraces,port augusta,2767,nsw,19161113,04 91147692,6538947
2188,carl,mcbryde,42,goyder zareet,sheep station,moe,2800,nsw,19230923,08 80638319,8271588
84,bobby,dixy,16,duffy sreet,sec 209 clifton farm,mermaid waters,3216,wa,19060802,07 31405438,6034752
2177,campbell,paul,58,crease pxace,westbury,kingarly,3373,qld,19900220,07 02879099,3210554
329,phyllis,hanna,12,hannam place,r s l reteknt vlge,frenchs forest,2170,act,19750928,02 99621978,8338921
6,jerome,kerley,389,namadgi circuit,the gums,cherter hill,6010,qk,19090917,07 76845237,7725972
745,ella,dietrich,4,groom street,tallangatta medical centre,rankin park,3016,nse,19022226,03 53152444,2289984
2053,bradley,ngsi,9,hawkesbury crescent,glenmore,gawler west,5070,nsw,19590998,07 46264706,2314835
914,davdi,yvanovich,22,benson crescent,glenfine station,castlecrag,5162,wa,19589028,03 18428061,5272442
873,tomasco,novak,4,fanning place,the atlas,toowoomba,4127,vic,19261111,08 28913680,1838147
451,davus,maynard,123,bandjalong rescent,wilga,werrington,2148,wa,19430328,04 43272794,3202410
490,sheila,maoidr,11,mundawari circuit,coalbaggie,williamstown,3150,nsw,19009118,08 38702435,5814162
1480,wililam,stephenaon,7,hampton circuit,dromard,deer park,7320,nsw,19000930,07 75741199,9760426
287,joseph,manf ong,7,gilmore crescent,colbara,campbelltown,5272,vic,19470116,07 63632214,3577023
948,glen,bochmann,12,totterdellmstreet,avonleig h,magra,4165,sa,19944021,08 06496834,9631974
2485,donna,tattoxx,37,vickers crescent,kooyong,diggers rest,4570,nsw,19121223,02 75759994,7229761
1368,lydia,parreemore,3,jinka street,bowillia court,crows nest,2304,nsw,19731103,08 90395117,9201518
1146,terry,borck,3,beetaloo street,railway cottage,eastweod,2023,qld,19962125,07 90563243,4422105
705,mattie,cambezl,190,dane close,yarramine park,carrara,3175,nsw,19080722,02 68490903,6554230
2226,gabrlie,mewetct,203,mortimer lewis drive,ainslie house,salter point,5018,vic,19360628,03 07712045,7428974
2201,steven,mees,84,antares ceescent,gleeson park,greenwith,2794,kaq,19130302,02 32024245,6943023
2128,glenn,wesley-smith,16,moonbi crescent,watgania,hamilton,5491,sa,19240713,07 16828445,5941253
2099,bob,green,224,nuyts street,kilfeafle,burwood east,5062,wa,19170315,08 55576734,3188583
2038,shayla,nourath,4,ashley drive,harbour town shopping centre,edgewater,5034,vic,19181210,03 05693537,3778558
1405,john,verho,2,cromwell fircuit,cascades,cape jervis,3171,vic,19850304,07 39344516,2684564
2150,jay,mcneill,5,luehmann street,killarney,clevwlknd,2462,vic,19440702,04 67461904,9962690
327,eugene,white,8,crozieredircuit,marx garxen world,broken jhill,2064,nsw,19690108,08 70219382,2020564
442,lillizn,huxey,5,tidbinbilla station,glenray,st kilda,7030,vic,19350807,07 86413499,4339505
774,david,reir,9,corringle close,port 262,mount gravatt,2550,nsw,19881730,02 03284711,9085240
1087,mattlew,warnock,7,black street,lazee m,stanhope,2283,nsw,19087720,04 22796873,4142559
1220,christopher,shepherd,2,darke street,mountain view rrwirement vlge,wantirna,4610,wa,19511218,02 66843693,3881162
2135,eyles,jeanne,15,ina gregory circuit,ballyboy,purqim,4740,vic,19860418,02 74132136,9011902
177,susan,walkley,80,farrelly clse,moorilla,riverwood,2068,nsw,19160425,07 91951240,8890060
1322,matthew,beattir,52,st clair place,karoilq,bacchus marsh,4101,vic,19861206,02 77573210,7189495
704,brandon,humphreys,38,box hill wvenue,woodberry vlge,surry hills,4053,vic,19171020,07 60383275,1366726
86,elizabeth,widdowson,42,coolinda hostel,langdonravenue,valentine,5540,nsw,19921927,03 90811609,3353820
2383,adalyn,reid,21,lorne place,rose-xsa,kedron,2830,qld,19830218,04 49561365,8303918
2447,gafy,miles,5,sheeha nstreet,central linic,montmorency,2444,nsw,19130907,04 81480895,3877323
457,william,richmond,22,cavenagh place,hd curramulka,orange,3021,vic,19270331,07 10578421,4836538
2328,jimmi,burford,12,duhig place,kamilaroi cottage,safety beach,2045,ns,19280101,02 59773437,2729593
54,eastl,croszma,6,mullagh place,regal oaks retirement vlge,maydena,5047,sa,19530530,03 56588968,1364776
2001,mikala,simmonds,73,o'dea olace,kordella park,strathmerton,4354,nsw,19661031,07 21894108,5113112
643,kerry,bristow,102,bonneyzstreet,villa 2,corlette,2535,nsw,19520129,08 71526398,2927148
677,vance,cannell,37,ckrcuit boustead,kittisford,berkeley vale,2527,vic,19720702,03 54397037,2086521
221,harleey,shepherd,8,cowper xrreet,burnsice,goolwa south,4810,vic,19800407,02 92046214,3367771
113,rhonda,berfy,30,rivett street,strathleigh,frankston,3065,wa,19900412,03 80858844,7383878
982,gertrude,bridgkand,5,monaro cfescent,eaglexcrest,cabramatta,2576,nsw,19040311,04 23643777,5226457
1228,calvin,degoede,16,tillyarddrive,alton ills,mount isa,3076,vic,19610202,08 95410160,9734152
999,faith,schusyer,117,cockatoo close,kilpara,cabramatta,3031,nsw,19180110,02 07846834,4365266
174,jocelyn,wallent,52,kepert place,wyuna,warooka,2068,vis,19920919,04 76591638,4465343
781,joseph,ovens,201,crisp circuit,fairfield howuing bg,penrith,6065,act,19271225,03 57431151,1964377
589,lynne,pochec,37,box hill avenue,vlla 18 pacific bay resort,shenton park,4503,vi,19270510,02 12464339,3165952
2059,anderson,morrison,28,heysen street,foveaux terraces,north faben,2444,nsw,19279144,03 42131166,8868261
18,malinda,reiud,48,tennyson crescent,old woodlands,woodville south,6110,qld,19850409,08 80396528,9581861
423,brett,katesook,52,symers kstreet,villav2,yeronga,2143,qld,19940126,02 80957192,1979311
1343,wanda,prestia,24,cumpstonfplace,mac donnells bldg (cnr trafton s street,deniliquin,5072,vic,19231213,04 48267908,6206567
285,james,merckenxclager,103,russell street,lavinia prk,rochhster,2770,sa,19921207,04 33866337,8432031
2083,ruthie,marinirs,10,allan s treet,wacharoo,mulgrave east,2146,sa,19901215,07 60181322,8942597
428,hekmeijer,keifh,39,hatfield street,flt 17,murarrke,4064,sa,19020921,03 64368462,6498096
2009,david,affofb,3,argyle square,jasmine lodge,bonnells bay,3228,vi,19970922,07 29034440,9593494
1318,kelly,bujnowski,8,fairweather circuit,wendley park,hope valley,6112,nsd,19790716,08 23264039,8383228
669,michoesl,miles,178,karawatha place,miamg,frankstqn,2446,sa,19660428,07 49289062,4898373
31,alisln,macgowan,7,foveaux street,pleasant view,redbanknplains,4114,wa,19010309,03 35767431,3318014
940,byron,grillett,34,mckivat close,bungaha,camp hill,3194,vic,19330203,08 09438459,8337362
722,benjamin,filipic,483,mimosa close,the gums,padstow,4106,wa,19776739,07 33389867,4491543
994,arthe,orchard,100,mawson drive,legacy units,concord,2749,nss,19851130,08 56280726,8168390
214,dominic,reid,51,berghofer court,brentwood vlge,wyonha,3095,wa,19441018,03 06234742,7850653
813,dorofry,campbell,102,trimmer place,park trees vlge,greenacre,3016,vic,19530401,03 01518177,7803122
326,angela,hilton,25,hawkesbury crescent,hmas cerberus,burleigh zwaters,4737,nsw,19690801,04 71487845,4229786
560,autumn,hoang,3554,tyson s tfeet,gorge creek orchards,malvern east,7007,vic,19370188,07 69605940,7545630
1112,jennfier,ballantyne,2,burriafpkace,carrington retirement,kellyville,2032,vic,19070122,04 47781113,3547006
700,patricia,campbell,62,wootton crescent,nine pines,frankston,2065,ns,19950910,08 17828735,6392317
2078,roget,maynard,38,burges plvce,karyara,lockyer,5016,vic,19650208,07 02437888,5239944
1189,barrett-woodbridge,graham,7,chippindall circuit,yonda pines,koah,5089,nsw,19210507,04 93291842,3623603
341,sandra,tremellen,4,taronga clace,gilroy place,carnegie,3672,qld,19570610,03 63994776,3697689
629,margaret,paveley,7,bundeela street,hsep13,kingaroy,2810,qld,19420722,03 94594835,1350352
147,mickey,provan,853,springvalw xdrive,moolana,penritu,3356,nsw,19080501,03 43304232,3602993
