id,given_name,surname,street_number,address_1,address_2,suburb,postcode,state,date_of_birth,phone_number,soc_sec_id
1329,amber,maynard,26,denny street,alcarana,inveresk,2022,vic,19020728,03 90260371,9483858
816,jake,binns,10,ambalindum street,gulmarg,kingaroy,2795,qld,19310731,08 93983477,8765321
1503,hunter,ryan,8,knoke avenue,osprey vill,cooloongup,3107,nsw,19310126,07 74706975,3882011
1744,brendan,campbell,35,vasey crescent,dragon rising,keilor east,5044,vic,19001108,07 92160415,8771488
828,theresa,madigan,15,london circuit,silver shore caravan park,frenchs forest,2480,nsw,19841017,04 27047396,2370033
787,brenda,blake,95,edmondson street,glenfine station,beresford,4610,vic,19170831,04 83478869,7735324
1962,scott,miels,8,bindaga street,caravn park,ashwood,2171,wa,19120930,07 46567730,5735724
84,bobby,dixon,16,duffy street,sec 209 clifton farm,mermaid waters,3216,wa,19060802,07 31405438,6034752
1709,jack,nguyen,20,baracchi crescent,shiel,raymond island,4390,nsw,19001108,02 93541009,3378578
846,robert,everett,148,roderick street,seaford,spring hill,3338,nsw,19361028,04 81557038,5338598
1606,theodore,mullin,50,cockle street,brentwood vlge,toowoomba,3065,vic,19621130,07 59676385,1875902
1,matthew,noble,5,mueller street,villa 74 village glen,cleveland,2065,tas,19590104,07 12642784,7007200
47,janis,grincelis,15,poole place,carowood,joondanna,4868,vic,19590209,08 71110139,9904924
411,derrell,hulands,40,totterdell street,glenbrae,penshurst,5271,vic,19790701,08 35883777,1206271
1824,cody,blake,41,totterdell street,oaklands village,rochester,6330,nsw,19080521,03 99346113,9510967
899,gary,haughney,24,brownlow place,village on the green,dapto,7290,vic,19500922,08 60097434,4492572
1113,mckenzie,boyes,27,strong place,wollartukkee,penshurst,3393,qld,19781224,02 58151897,1895060
190,armando,george,7,woralul street,st joseph,stanmore,6168,nsw,19900214,03 62436635,4077206
1504,julie,rankine,248,maurice place,scarborough fair,obi obi,3880,tas,19840819,02 28642536,6436285
857,deborah,redington,174,lipman street,sorrento,east preston,5075,vic,19161210,03 81734895,4377449
109,cynthia,robson,5,casey crescent,woodport retrmnt vlge,sunshine north,3566,nsw,19181122,08 13661364,6201299
1594,roberta,clarke,38,spensley place,flt 68,cronulla,4352,vic,19850109,07 32109222,8735803
866,robert,serafin,47,de little circuit,lansdowne,tarragindi,2304,vic,19740509,08 69330025,3883132
134,catherine,afford,18,getting crescent,sunnybank garden,geelong west,6024,qld,19270827,03 68077979,4723582
1838,phillip,vreugdenburg,920,coningham street,pineangle (cnr green l lane,malvern east,4557,qld,19781201,03 75528260,8457509
1038,gloria,bowerman,80,gardiner street,st georges basin retrmnt vlge,hoppers crossing,3550,nt,19090514,08 20488713,9989038
1735,patricia,stronach,37,medworth crescent,rosetta village,paddington,2099,vic,19220117,07 73292022,8451447
1835,thomas,sznajder,18,britten-jones drive,homewood,canley vale,2913,qld,19890208,07 19400507,2983537
92,james,henshaw,12,tanjil loop,nelgrove park,ryde,3909,wa,19860610,08 88573015,1334883
1559,cynthia,monotti,2,a'beckett street,caloola court,taree,2360,nsw,19470819,02 82428623,2104243
1797,margaret,rollins,4,grayson street,rose vale,lavington,2221,wa,19280412,04 52214034,5512702
475,john,spicer,23,mcintyre street,nootina,mount riverview,3160,nsw,19940125,07 28683404,8370297
1480,william,stephenson,5,hampton circuit,dromard,deer park,7320,nsw,19000930,07 75741199,9760426
536,julie,hannagan,13,katherine avenue,rsl park,bossley park,3058,nsw,19131122,02 20300506,7584695
1482,ivan,boyle,62,loddon street,arcadia,coromandel valley,6058,nsw,19041225,02 96094141,7454578
357,michael,chico,1585,knox street,the rookery,mount evelyn,2570,nsw,19430726,08 85629557,3204035
1654,hilda,gaskin,77,dixson circuit,myola street,ringwood east,3105,nsw,19550305,07 72549166,3502242
1526,diane,nguyen,49,atherton street,pepin,st albans,2607,tas,19480927,08 36940455,2598244
393,savannah,shelley,843,rason place,pontresina,beachmere,6230,qld,19670711,07 81266156,1757192
361,tonya,dibben,12,mcphail place,omaha,culburra,2229,qld,19490608,03 95001994,6320145
102,tyler,hingston,49,mackenzie street,rowethorpe,tingalpa,2141,vic,19760917,04 94763103,1310140
1523,jerry,van tuil,51,chuculba crescent,narondell,clareville,2173,nsw,19380922,03 30730250,5641482
577,andrew,donaldson,1,templeton street,villa 2,dunsborough,7330,wa,19370731,04 21299682,9947524
1057,guillermo,keepence,28,house circuit,eagle view,port pirie,3350,nsw,19480806,07 07513806,2143900
1655,luther,siviour,158,gollan street,karalta park,innaloo,3141,act,19960703,02 62567566,3412889
107,diana,lowe,8,richardson circuit,churches arcade,mirrabooka,4570,nsw,19860328,04 12964644,5635987
1154,yolanda,clarke,89,leahy close,talooby,west wollongong,7215,vic,19301209,02 38865756,4207831
797,julianna,boyes,70,cethana place,kiaora,bethanga,4350,vic,19210222,04 36011860,3673911
1812,deana,dixon,230,barr-smith avenue,swanlea,clayton,3913,tas,19950722,02 66662399,1113811
542,richard,wurm,1500,bayley street,circle h,mount isa,3219,nsw,19320929,08 06295017,2154174
93,angelo,graesser,57,geeves court,honey patch,hoppers crossing,3953,nsw,19060321,02 77885729,9402250
1667,hampton,morrison,33,rosebery street,yalkara,jan juc,3840,vic,19160830,07 92678700,3424717
333,bailey,bishop,22,albermarle place,kilwinning,biggera waters,5112,vic,19990228,04 25382205,7241470
184,kareem,brooker,71,griver place,norfolk estate,albion park,2486,tas,19730928,04 70375907,9494623
1106,john,crook,1,o'connell street,robley house,south yunderup,3172,nsw,19690524,04 02756328,9220564
1704,angelo,marshman,26,rich street,brookvale,wallsend,3644,nsw,19810130,08 68578100,8815001
1446,elaine,kermeen,54,walker crescent,st george,kinglake,3375,vic,19480308,08 20293509,5134742
13,linda,stephenson,49,brinkley circuit,dry rush,maryborough,2116,nsw,19021207,02 07643803,1338573
1158,natalia,rudd,14,clarey crescent,cargo road,busby,3286,qld,19570513,02 13833432,5104913
481,james,longhurst,632,mockridge crescent,athlone,benowa,2117,nsw,19620708,04 86464009,3671704
324,gerald,xie,11,mcinnes street,arawang,concord,3356,wa,19231224,08 12845789,7932178
932,stewart,coleman,27,appel crescent,walkabout palms,nedlands,5041,nsw,19770928,03 51400616,6369503
1537,larry,petersen,22,tuckett place,little paddocks,cranbourne north,6207,nsw,19220526,08 88849139,1844298
849,cole,namundja,20,anne place,ningana,clarence park,4812,nsw,19830623,03 77822784,7429606
33,fatima,van beek,33,derwent street,kiouwa,garran,4570,qld,19210202,03 82434970,4485950
131,nathaniel,rutkiewicz,115,heagney crescent,st vincent hosp,hexham,2117,nsw,19140407,04 50208244,1957942
1973,christine,rivers,100,harrington circuit,poverty hill,wingham,3175,vic,19510319,08 03404769,8323878
624,jarrod,harrity,55,may maxwell crescent,beau-ridge,loganholme,6166,nsw,19220501,07 85412010,8409248
604,jesse,david,30,dulverton street,villa 2,cundletown,4370,wa,19740901,04 35412992,7305221
1319,andrew,reid,9,kent street,highland park,miami,2286,nsw,19831228,08 40461048,2715080
1383,alyssa,conrick,14,parkhill street,nyarrin cottage,newstead,3053,nsw,19080606,08 57459802,5805375
294,rebecca,green,16,carter crescent,parkside flats,noble park,3083,vic,19200531,02 16123586,3575537
1894,crystal,godfrey,59,jabanungga avenue,belgrano glenalvie,torquay,6210,vic,19290730,02 26367489,1917039
1071,scottie,broadby,8,starke street,rawdon hill,oakey,2122,sa,19500112,02 79444659,6913459
234,tanya,bishop,5,vallance place,karrara,beenleigh,2261,qld,19340426,03 13018875,3252450
1336,harry,spears,62,hingston close,glendaurel,adelaide,2460,nsw,19120529,02 92104629,9195396
530,liam,lalusic,5,beaumont close,homestead caravn park,kotara south,2206,vic,19670523,04 05769464,3402006
673,nell,westermann,51,tunney crescent,the mall,woombye,3181,vic,19030917,02 36730728,6509579
154,ruby,mullin,10,reader court,koani,clearview,2747,qld,19081221,02 52533575,9700890
183,pansy,ryan,335,postle circuit,rye park,baralaba,2233,nt,19110524,07 39972824,6058950
1096,jeffrey,blake,2,bacchus circuit,fleurbaix,balcatta,2296,sa,19290802,02 83933609,3617365
1684,emily,koslowicz,12,taggerty street,st vincents hospital,trott park,2145,qld,19950225,02 86870254,1967027
1451,lindsey,hazell,59,marcus clarke street,rowethorpe,midway point,5162,qld,19610304,07 23043462,5696700
1514,jessie,rosada,2,leichhardt street,locn 316,mount isa,6174,vic,19381012,03 12187868,3446782
1722,georgia,early,24,caldwell street,nioka,brunswick heads,5023,nsw,19010216,02 47495569,2011154
1481,michael,dixon,145,wanganeen avenue,oak-lodge,somerton park,2196,wa,19800718,03 63701619,1726144
1784,joel,rivers,78,hakea crescent,carron vale,greensborough,2170,nsw,19860411,07 25686217,1747493
1058,david,wooley,5,mckillop circuit,eureka,terrigal,2400,qld,19390213,03 32926711,3635213
740,victoria,trapnell,48,macartney crescent,brentwood vlge,royal park,3451,nsw,19100615,07 17563101,7303139
1696,vincent,bishop,504,brid place,demountable bldg,bethania,3156,vic,19011202,08 33000212,6541999
1782,novella,clarke,7,clamp place,medical centre,frankston,2049,vic,19801003,07 84100693,5689117
696,francisco,skeen,11,nullagine street,star court arcade,tahmoor,3109,nsw,19170105,08 46898878,3227837
1215,mitchell,willoughby-smith,5,murranji street,mountainside,altona meadows,4059,vic,19170412,07 07495582,1124611
1055,eric,duller,22,heidelberg street,camden,kingsford,6050,nsw,19580222,03 78631540,7722887
936,sherry,hobson,91,lawrence wackett crescent,the parks,meadows,2456,vic,19420523,04 22045571,5915324
1569,william,bishop,52,benham street,somerset cottage,elwood,4573,vic,19330601,07 62994212,1739264
499,linda,kocini,5,curlew place,warrambucca garden,willetton,4301,qld,19490227,02 38654481,6833229
172,bethany,sherriff,33,balala place,arawang,bellevue hill,3462,nsw,19470719,03 30164658,2508143
1045,delilah,menzies,10,willara close,elston,canley heights,2430,wa,19460404,03 85825014,8804498
1511,samantha,mort,87,phillip avenue,danglemah road,sandy bay,4868,nt,19831117,03 97280474,4444766
358,kristen,mesecke,5,longford street,sanctuary vlge,havelock,3073,qld,19980605,03 47377234,1938906
1563,joey,kobotheclas,45,carnegie crescent,graylands,burleigh waters,3556,nsw,19320327,02 30450720,3373238
1867,alana,noack,46,burnie street,talooby,hamilton,2655,vic,19370912,03 59099724,8665191
26,nathalie,eyles,224,canberra centre (next to medicare),peppertree,broadford,2700,qld,19660904,08 25229620,7013471
574,kent,highfield,7,officer crescent,meadows meade,marion,2607,nsw,19851201,07 96986895,3771697
1930,barbara,webb,8,strzelecki crescent,ambervale,coolum beach,2785,nsw,19830817,03 05123895,6044077
683,cecilia,christo,64,daley crescent,glenmore,gawler east,2759,nsw,19820912,02 79092469,1501134
1934,william,eisele,65,lenehan street,lindenow cottage,smithfield plains,3029,vic,19931211,04 88595328,9572404
121,laura,browne,17,jennings street,may cottage,marayong,2026,nsw,19911015,02 27615720,8404295
1043,jack,haskett,3,nemarang crescent,springwood mews,annandale,3020,vic,19200210,04 97411767,3300466
1224,warren,haggett,1,hobart place,glenmore,hazelbrook,5076,tas,19120420,02 41301827,3595868
1788,karina,glass,44,jardine street,longstay caravn park,westmead,2285,nsw,19080109,04 93189090,4949413
115,marta,reece,469,akhurst grove,walkers orchard,raceview,4226,sa,19760220,02 47146749,7059957
132,cynthia,albertini,3,spalding street,pindara medical centre,inglewood,6012,nsw,19960316,07 64648225,8021172
1877,bailey,quilliam,8,hugh mckay crescent,redhill,wellington point,2148,vic,19200327,03 70065890,7852689
1494,norma,lomman,75,robson street,sattwa park,roselands,3070,nsw,19510817,03 95526115,9722649
41,nehemiah,clarke,32,tanderra crescent,the mall,singleton heights,2077,vic,19190829,02 56246705,3797746
1370,bonnie,boss,83,summerland circuit,red hills,mermaid waters,4742,sa,19440524,08 64755323,3800358
1505,paul,rawlings,334,jackie howe crescent,brownrigg,raymond terrace,4812,nsw,19161128,08 47070854,6786158
594,hannah,campbell,3,mccormack street,yarawee,peakhurst,5280,nsw,19910118,08 18011296,7492053
1306,harland,hanna,7,blamey crescent,inglewood,laverton south,3032,qld,19150204,03 14904629,8612277
969,dolores,white,10,o'connor circuit,cave hill creek,st albans,2032,sa,19581222,07 62726781,9854839
1950,nakia,modystach,4,golden grove,pacific terraces,cairns,2303,qld,19680607,07 45568205,5452816
1169,graham,matthews,6,madigan street,indra,blackheath,2131,nsw,19531120,07 00399515,8449809
125,marian,lutz,45,bunny street,patawilga,warriewood,6107,vic,19360610,02 31810667,1414815
934,alan,campbell,27,bugden avenue,tathra,macgregor,4701,sa,19420731,08 56962422,6505036
1396,joe,waller,19,william wilkins crescent,valrose,tathra,3162,vic,19931015,03 84254413,7114646
821,danielle,mason,2,babinda place,birubi bch caravan park,wanniassa,2165,nsw,19090128,07 85179192,7998654
908,brandon,perin,43,bathurst place,ronobri,port macquarie,3089,qld,19590314,08 43134401,1763988
246,joseph,ebert,44,faucett street,wattle brae,keysborough,6210,qld,19391125,07 45297992,6715250
1005,barbara,schuster,91,southam place,brooms head carava,cremorne,6011,sa,19910605,08 10192072,9053072
1670,jamie,reid,115,bunton place,fairlight,cranbourne north,4717,nsw,19990306,07 08494935,3040868
1126,janice,webb,88,kenyon circuit,broadwater caravn park,northgate,2576,vic,19430116,04 55349022,3313095
221,harley,shepherd,8,cowper street,burnside,goolwa south,4810,vic,19800407,02 92046214,3367771
890,diane,la falce,140,lynch street,willandra,albion park,3220,nsw,19221025,02 08407594,1418262
676,patrick,dadic,18,fihelly street,barkool,berwick,2250,vic,19280610,03 41040702,5864562
1173,christina,godfrey,13,hunter street,ballenah,oak park,4034,vic,19220126,02 46770589,5220445
1553,elizabeth,forby,9,dugdale street,derry lodge,wynyard,3630,vic,19900416,02 07369184,2900325
1282,james,donaldson,26,bernacchi street,the manoa,whitton,4226,act,19720317,08 66071572,9758535
409,chad,green,5,frater crescent,eellam park,allingham,4059,vic,19320229,07 59599628,1587294
1948,muhammad,loeding,8,golden grove,the meadows,birkdale,2095,nsw,19050721,02 27181885,7425951
181,bill,nguyen,28,bullock circuit,murrong,urangan,2100,qld,19331225,07 62738290,2302401
1890,james,jessup,3,melba street,lindsey rise,campsie,6010,vic,19980624,03 17249018,9734656
1320,joanne,blake,26,endeavour street,auroch lodge,mackay north,2340,nsw,19511127,08 76364034,3154345
1750,david,noble,1,wilkins street,beachfront caravan park,ellenbrook,3116,wa,19951025,04 12622025,6257944
1837,peggy,white,26,macdonnell street,calma,umina beach,2444,qld,19411129,04 55040470,2868566
946,charles,clarke,54,o'sullivan street,sunshine coast private hosptl medcl cent,bowral,2289,nsw,19170111,08 58987027,1925561
1237,cortney,white,66,blackwell circuit,kalkee,williamstown,3878,vic,19740108,07 82436123,7905354
736,dedrick,white,68,mount vernon drive,belbee,altona meadows,4702,nsw,19201017,03 62080574,9756985
187,jacob,lock,56,john cleland crescent,kurrabri,thornlie,2430,nsw,19540108,04 62785864,4007699
1845,lorraine,amarjit,32,couchman crescent,oakdale,ivanhoe,3020,nsw,19971210,08 62084107,2489459
1501,andres,donaldson,222,geils court,greenswylde,west lakes shore,3337,sa,19591211,03 55848738,5897767
517,grace,susta,115,jacka crescent,rosetta village,keilor,3155,sa,19930912,07 58310625,9682722
524,lise,belling,59,mcgill street,gnorang,broadbeach waters,2142,nsw,19280210,04 01277705,6538293
356,max,ryan,29,boolimba crescent,mawingo,orelia,3156,nsw,19520913,03 90937502,3285443
1729,brendan,nguyen,2,tyrrell circuit,coral house even tide,new farm,810,qld,19210909,08 13196184,6260460
1936,jeremy,mccracken,22,aroona court,nelgrove park,burwood,4303,nsw,19660117,07 80966002,6572315
209,allison,kelley,22,richmond street,tintagel,seven hills,3140,vic,19791209,04 53509137,1071104
863,floyd,paine,18,ballumbir street,huntington,myrtleford,4020,qld,19750422,08 48015086,3784904
148,richard,whisson,4,gurrang avenue,low round hill,surry hills,4211,qld,19161030,02 56825393,5946415
1467,kenneth,haskett,113,suttor street,villa 2,mount pleasant,5107,nsw,19460420,02 25396241,6098301
200,evelyn,grossman,14,riddell court,kangaroo grnd,wangaratta,6023,nsw,19080630,02 46282744,4104060
145,rosalinda,de lucia,32,nungara street,wirrabilla,clayfield,6026,vic,19970910,08 79030980,8088715
1698,shane,kenche,239,monkman street,largo,rowville,5075,tas,19940418,04 33849567,5887647
368,braxton,feeley,63,dawar place,sunbury,toowoomba,3802,nsw,19210302,08 42648653,3217240
794,robert,kerley,24,spring range road,villa 5,indented head,2481,qld,19410807,04 16908091,7554866
1424,william,green,31,ayers fowler street,gordonvale,balcatta,2190,qld,19860929,07 22303220,8490271
1364,rafael,matthews,21,lindrum crescent,adventist retrmnt vlge,bayswater north,7262,nsw,19871224,04 91579424,1749422
1413,maria,portellos,17,maclaurin crescent,wahroongah,tyagarah,3467,vic,19000424,07 32869737,5828297
728,john,clarke,455,scoble place,red river,hillman,7320,qld,19070309,04 87038711,2654313
1074,john,white,1,wattle street,learmont,thornbury,4123,nsw,19420129,04 55043632,2097920
911,sydney,tasevski,3,tipiloura street,glennhill,wangaratta,2299,nsw,19571213,03 33930048,8120377
1631,kelly,leonavicius,138,gilbert street,garrawilla,simpson,3723,nsw,19200107,08 27869250,1215601
19,billy,morrison,28,forrest place,killara homestead,yundi,4501,vic,19220207,03 35251941,1488064
1425,ryan,daykin,34,ogden close,sutton,crows nest,4076,qld,19960501,04 68041429,3501821
269,evelyn,gartz,31,dickson centre,coulter court,bunbury,4053,nsw,19160731,04 05814366,5726642
412,kelsey,dixon,11,walker crescent,stone oak farm,mooloolaba,6018,qld,19170727,07 08207246,9647321
1199,tara,pascoe,3,tharwa drive,murray vale murray valley,surrey hills,4670,qld,19211022,04 75779712,7843886
1737,rhonda,paulsson,2,lakeview house tuggeranong town centre,miami,modbury,7256,nsw,19050219,08 31110134,1270740
1012,john,edson,1,rohan street,roebuck park,alice springs,2565,qld,19460207,04 90933057,4891712
1159,annabelle,byers,3,mckivat close,villa 3,jamberoo,5605,qld,19350131,04 26255387,6084649
1131,abbie,trowse,14,martin street,shasti,nightcliff,3020,qld,19061105,08 04031363,3637704
167,joanne,white,39,macfarland crescent,cardinia park,aspley,3429,tas,19560810,04 01446061,7567647
1330,katherine,filgate,17,wanaga place,heidsvale,magill,2767,vic,19490424,03 84633792,5584789
1881,gladys,clarke,42,jay place,forster specialist medical centre,bayswater,2444,nsw,19411209,04 07724027,7071584
892,karen,reid,4,prichard circuit,wyuna,old beach,2794,nsw,19550127,08 78825629,1110910
1464,amber,webb,12,knoke avenue,brentwood vlge,ringwood,5082,nsw,19180717,02 57749840,9739073
1095,dustin,every,4,macdonald place,greenlake,weegena,2077,nsw,19470922,04 98854559,9261599
73,michael,jolly,19,lind close,north hill medical centre,bundaberg,5162,vic,19081104,07 98993420,8701389
1850,lauren,grillett,158,de burgh street,tigers hill,elanora heights,4215,wa,19341105,04 26769746,8612922
1455,judy,bunt,35,smeaton circuit,mary valley,normanton,2170,nsw,19080131,02 84266235,8391516
1652,cathy,prohaska,42,archdall street,st josephs lodge,oakleigh,3072,nsw,19801111,03 52887019,3007735
323,boyd,kovacic,22,mentha place,kolora,strathblane,6063,qld,19741116,02 16962408,3651066
1316,michael,bishop,18,benjee place,wentworth house,ascot park,3163,vic,19250711,07 19835562,5426714
110,vivian,miatt,2,keira street,windorah,belmont,3108,qld,19990308,07 81548321,7474164
317,jessica,suttle,85,apperly close,belmont bayview park,north turramurra,4120,qld,19010116,08 06089960,1978788
410,elizabeth,white,1,balfour crescent,figtree,mont albert,4740,nsw,19310527,07 87454172,5366181
268,joseph,fenwick,9,newbery crescent,mawingo,coffs harbour,2330,nsw,19860613,03 64689184,2555939
383,raymond,capel,21,newman morris circuit,wyseworth rmb 346,port augusta,3134,nsw,19650630,02 35387431,8890362
1720,joy,white,60,tangari street,john flynn medical centre,keysborough,4680,nsw,19360507,07 18677853,1125874
262,cathryn,marshal,10,fremantle drive,rowethorpe,duaringa,6164,tas,19921125,02 44669673,2468409
203,george,webb,19,mcclelland avenue,brookleigh,cranbourne,4655,qld,19400930,02 15188491,3132541
1765,allison,coleman,26,pridham street,kilnacrott,condell park,5045,qld,19840123,02 00209245,7469627
1398,flora,bagot,35,rule street,locn 1487,queenscliff,3192,qld,19780804,08 05937953,7820656
788,jessie,rees,24,olympus way,belconnen animal hospital (cnr coulter d,bannister,2074,nt,19340201,04 78752709,4326389
345,clara,hudd,206,dore court,archdale back,penshurst,3558,nsw,19510905,08 19764851,7549484
994,arthur,orchard,160,mawson drive,legacy units,concord,2749,nsw,19851130,08 56280726,8168390
191,erin,thistlethwaite,107,moynihan street,demountable bldg,indented head,2650,vic,19380805,02 40431905,1028586
1759,carol,godfrey,64,hopegood place,hartley st school,mount ommaney,2560,vic,19950607,04 51115591,3548836
636,sandra,white,163,ankaa place,wattle brae,calliope,2502,wa,19510203,03 90351812,2232294
869,mariah,green,234,wilshire street,else wares,corrigin,2217,qld,19420708,02 61281476,5012668
367,laura,matthews,26,jindivik place,swinton,nairne,3194,qld,19770730,02 38338151,5861732
1310,beverly,priest,13,charterisville avenue,calma,cunnamulla,4214,nsw,19000725,04 66338832,3379235
146,nell,wraight,4,bamir square,barakee,mosman,4073,vic,19220117,02 99325405,7542643
1264,hayden,mason,16,blancoa place,st johnof god hospital,walgett,4127,sa,19161212,04 28721870,4063629
1645,leroy,shelley,183,fullerton crescent,north road,port macquarie,2168,wa,19210127,03 88240067,3561501
1650,angelo,white,73,birrigai square,mortlock house,moa island,2209,wa,19370708,03 25706764,3686773
111,adam,orchard,1012,harrison road,gwandalan,ringwood east,4816,nsw,19050126,08 42346968,2800590
314,edward,white,8,gungurra crescent,garrong,corio,3517,nsw,19760528,07 30074055,2932862
471,naomi,bullock,413,scratchley place,cnsultng ste,bilgola,2289,vic,19780819,02 32333640,4934010
1011,lauren,mcveigh,28,ross smith crescent,headland garden,kempsey,3083,sa,19920214,08 20640793,5322243
1754,margaret,shepherd,6,bonython street,tyne,altona north,3031,vic,19900430,03 47794763,6564513
442,lillian,huxley,8,tidbinbilla station,glenray,st kilda,7030,vic,19350807,07 86413499,4339505
681,richard,anns,87,barlee place,palm lake resort,glanville,2790,vic,19261112,07 22415472,6850617
386,richard,white,16,nott street,seagulls football club,halifax,6076,nsw,19660512,02 02517164,9532935
947,ramona,matthews,45,learmonth drive,rosehill,attunga,4066,nsw,19300225,07 34299568,1228437
575,tamia,petersen,17,nungara street,terranora,lismore,3282,nsw,19030227,04 18824157,6621493
372,scott,herbert,11,williams street,kondalilla,glenwood,2168,nsw,19630506,02 25978061,4369687
1426,terri,chandler,8,strzelecki crescent,the willows,kilmore,2560,qld,19410625,08 42333074,2214336
25,sammie,shepherd,86,moroak street,mayfair,burwood,3152,nsw,19550523,07 44727002,8051584
204,adam,hefford,24,bonney street,timberoo,rosebery,3129,nsw,19530506,03 61685082,2970964
1277,mark,crouch,41,carnegie crescent,stone oak farm,brisbane,2099,vic,19350224,08 97033060,7797775
989,helen,nguyen,39,wilkins street,pleasant view,parkdale,2151,vic,19190107,04 36963955,4306040
304,paul,dunstone,12,lawrence wackett crescent,cranham,willows,2026,nsw,19120326,08 87120282,6451542
180,laura,sperrin,24,howitt street,tulse hill,manunda,2527,nsw,19401023,02 21269822,8444049
61,joshua,mariager,5,derwent street,kindilan,keysborough,2659,vic,19210103,04 97779798,9573065
1155,nicholas,cannell,7,rose scott circuit,rockview,port lincoln,6163,wa,19141210,03 40792463,3862026
1392,james,lipton,56,bingley crescent,sheep station,baranduda,3844,wa,19631113,08 61859177,9550333
40,jane,hare,8,horrocks street,kiola,keysborough,3148,nsw,19421026,02 61433838,2169189
375,chad,blackwell,10,de lissa street,terawah station,narrandera,2614,nsw,19101120,03 41056684,8386559
217,earl,clarke,70,coxen street,willtarny,nambour,3140,nsw,19301102,02 24532924,8462374
1309,paul,green,24,andrea place,quandialla,parkdale,3162,vic,19791029,04 12497830,8921862
1445,megan,campbell,8,carter crescent,giants creek vinyard,golden grove,6720,nsw,19770112,02 99099613,1690006
1112,jennifer,ballantyne,2,burria place,carrington retirement,kellyville,2032,vic,19070122,04 47781113,3547006
406,sarah,rothe,2,roughsey place,loormeah park,katherine,2750,nsw,19960630,04 20314396,4279120
1989,george,cochrane,89,emerton street,rosehill,marsden,3171,nsw,19051122,02 34000877,7425803
1896,harold,willing,15,o'grady place,wondersun,kingston,880,nsw,19930516,04 65162159,8238934
488,carol,clarke,155,longworth place,rhodes cottage,burpengary,3206,qld,19560127,03 58170171,7752032
159,ashley,librandi,77,kelly place,locn 141,cambooya,3078,qld,19600906,03 44278894,4333415
82,elva,clarke,18,spigl street,scenic lodge,mill park,2576,vic,19400103,03 29828796,9072825
483,luther,reid,1,churchill way,minnawarra farm,iluka,4405,nsw,19350616,03 91639182,3797214
1339,jacob,finlay,467,namadgi circuit,croudace house,mullumbimby,3216,qld,19840614,02 62189293,5301806
1795,denise,clarke,6,waratah street,connoisseur quarterhorses,elizabeth vale,2902,qld,19271223,07 52142156,3153077
1153,theodore,procter,9,mckivat close,hilltop hostel rowethorpe,kingsford,3825,qld,19320628,02 55912557,9487281
1354,quiana,ryan,3,temperley street,robin's cottage,elsternwick,2533,nsw,19360428,08 40325775,1045217
924,robert,coleman,332,stanley street,medical centre,nerimbera,5050,nsw,19531027,02 39485421,3508630
649,richard,browne,24,wattle street,kybo station,bayview,2212,vic,19850719,08 26473124,4667188
837,joshua,maymuru,12,palmer street,tycannah station,north sydney,7249,nsw,19861111,08 50696813,5652546
193,madeline,hague,38,watson street,seatonville,taree,4390,nsw,19580619,07 12180938,7402338
506,jillian,tuckwell,163,weber place,malmani,moorabbin,5162,nsw,19330228,04 95667408,9923775
1884,delores,ryan,30,winnecke street,dorothy genders vlge,ballarat,4551,vic,19990527,02 70597619,9542998
220,michael,matthews,13,ennor crescent,lambton denture clinic,east preston,3162,vic,19520826,08 35036811,3774953
1601,bernard,webb,17,lindsay street,sec 1,east mackay,3116,nsw,19290124,03 54831845,3040814
275,brittany,bloomfield,49,smeaton circuit,parish talowahl,whyalla,5608,vic,19691208,04 85570016,5072903
842,andrea,hingston,8,wattle street,koani,scarborough,3377,qld,19260428,04 76424957,7760653
1297,mary,colquhoun,19,perrin circuit,brentwood vlge,beaumaris,2604,tas,19930426,08 59602654,9380765
45,conor,white,69,totterdell street,phillip lodge,atherton,3429,qld,19780919,08 13741654,4041528
1686,charlotte,kaderes,50,harricks crescent,karingal hm,toowoomba,5014,sa,19251025,02 02078945,5031823
90,evelyn,grossman,50,coghill close,omaha,terrey hills,5112,nsw,19030321,07 98533269,9793550
1921,ben,quilliam,81,clucas place,kieta,st albans,2259,wa,19230711,08 20461395,6116347
1452,kenny,o'garey,10,amadeus place,abbey fields,proserpine,4303,nsw,19190602,08 61518419,7434829
547,mattie,kalogeras,113,lindsay street,lithgowvale,dingo beach,3707,nsw,19571024,07 36331936,5815762
1893,anthony,clarke,12,tanumbirini street,grand central,sandy bay,2045,nsw,19660911,02 90380504,8601288
415,wyatt,mew,32,sutton place,riversdale caravan park,kingston,5114,nsw,19770104,07 87576371,8942041
641,david,giniotis,88,de burgh street,dickson chmbrs,williamstown,2196,nsw,19450911,04 45396069,7880241
495,grace,zheng,38,lampard circuit,st john of god hospital,aitkenvale,3071,nsw,19870618,04 23206277,2486287
1060,aurelia,symmons,92,golden grove,wonba,minlaton,4515,vic,19970202,02 93923834,3301815
579,sandra,polles,14,whittell crescent,villa 3,broadmeadows,2774,nsw,19010929,07 65230111,6609191
1487,natalie,excell,214,juwin street,the plateau,view bank,3185,wa,19431114,02 43944300,8865251
1789,diane,mason,19,emu bank street,littledale,forrestfield,3057,nsw,19090715,08 66102785,4910550
1689,josephine,rankine,1,owen crescent,logan central plaza,altona north,4075,wa,19030206,04 41160739,5843259
