id, given_name, surname, street_number, address_1, address_2, suburb, postcode, state, date_of_birth, age, phone_number, soc_sec_id, blocking_number
2814,   douglas, creber,15, altson close, bowillia court, greenwood,4007, nsw,19010925,41, 02 18174568,6644532,4
5759,   brenden, polmear,177, quiros street, wrara, currajong,6155, tas,19130729,30, 07 44036032,6677196,4
4535,   betty, coleman,4, chevalier street, little mount home park, clovelly,3564, vic,19770707,23, 03 25148582,3903968,2
6462,   walter, mackinlay,30, serpentine street, rowethorpe, belmont north,3216, qld,19401128,32, 08 58175457,8664915,5
2992,   reid, white,244, gormanston crescent, bristin, dianella,2042, nsw,19000218,23, 03 42794436,9817069,2
3805,   john, leung,4, riley close, kellhaven, woollahra,2481, tas,19170625,34, 07 29037760,6755656,0
670,   travis, cochrane,9, dumaresq street, medical centre, port kembla,4370, qld,19620626,25, 02 58015370,8050063,1
7377,   wilma, green,2, eltham place, rivera terraced villas, gorokan,5280, nsw,19930813,18, 03 68694227,2455235,6
7828,   luis, matthews,231, salkauskas crescent, henty brook, glenwood,4860, nsw,19070303,34, 03 88455148,5300100,1
8870,   roderick, meuris,7, cornish place, sec 231, frenchs forest,2115, nsw,19930315,36, 04 65810495,1142810,1
472,   judith, berry,11, britten-jones drive, villa 183, aldinga beach,4223, vic,19040119,22, 04 29788075,2378960,6
5358,   cynthia, matthews,40, downing place, eureka, tailem bend,2482, vic,19840902,26, 02 60286360,3197074,9
1398,   flora, bagot,35, rule street, locn 1487, queenscliff,3192, qld,19780804,39, 08 05937953,7820656,8
6100,   london, green,18, eldon place, glenairne, smythes creek,4860, sa,19600129,27, 07 67532882,2706615,9
3687,   guillermo, paterson,7, elimatta street, cornucopia, magill,4810, nsw,19010717,30, 04 61958716,6042288,8
5375,   wyatt, vizer,8, rosebery street, bowan downs, geranium,4077, tas,19280209,30, 04 45474304,2688717,7
6261,   tim, finlay,19, mosman place, woodberry vlge, kyabram,3931, vic,19040520,36, 07 80326118,3245105,8
5980,   stella, gamlin,20, carnegie crescent, caterer, mitta mitta,870, qld,19900903,30, 07 36121216,3336978,5
1596,   stephanie, matthews,11, abercorn crescent, feltonwood, melville,3174, wa,19460907,32, 08 89909169,3333226,7
2638,   ava, gladman,201, muscio place, pipers river, prospect,2280, vic,19470312,30, 04 10080315,1959610,9
9505,   stanley, whatmore,3, steinwedel street, sec 137, vermont south,4014, nsw,19460910,30, 07 06981005,9443428,4
4199,   felicia, poppleton,131, sturdee crescent, rocklea, scarborough,2602, qld,19770328,30, 03 46365969,1320184,7
7634,   ray, goffredo,5, ijong street, marian grv retirement vlge, braidwood,2611, wa,19481003,36, 07 63902856,1492545,9
7569,   allen, ryan,1, shumack street, elmwood, kardinya,3931, tas,19440901,30, 04 92498589,8891347,4
3181,   gilbert, green,22, mcnicoll place, peppertree, maryborough,3136, nsw,19830521,28, 02 75787020,5844015,7
208,   paul, hondrovasilopoulos,53, julia flynn avenue, highland park, rokeby,7015, nsw,19970809,33, 08 32804295,4057266,6
8693,   constance, horstler,2, cockle street, brambletye vinyard, herberton,3028, nsw,19200221,28, 04 67680392,7020258,8
4853,   ronald, hefford,63, yerralee road, numby, cronulla,2489, qld,19771010,28, 04 45357218,2037142,8
4628,   donna, grooby,25, main street, kinross, cranbourne,3023, qld,19260210,33, 04 24454998,3154461,7
1294,   malinda, kerley,50, humble court, st francis vlge, brighton,3095, nsw,19250402,28, 08 02228850,5885769,8
7480,   joseph, white,382, fenton street, rowethorpe, mansfield,2145, nsw,19890706,30, 04 11770639,5468074,9
5767,   robert, green,4, boldrewood street, range road, corrimal,2535, nsw,19020711,31, 04 21513440,1315874,4
2843,   malik, rudd,43, waller crescent, canowindra, canley vale,2264, nsw,19501023,32, 07 20068387,2817246,6
6888,   robert, gowling,13, gascoyne circuit, broken hill caravan park, sussex inlet,7250, vic,19660623,19, 03 67101013,4112601,3
4061,   daniel, marson,13, lascelles circuit, dookanooka, beverley park,4102, sa,19900907,18, 02 82604857,5941845,3
8066,   eloise, green,42, de graaff street, magpie springs, bethania,2500, vic,19900827,22, 08 40861852,4614384,4
187,   jacob, lock,56, john cleland crescent, kurrabri, thornlie,2430, nsw,19540108,26, 04 62785864,4007699,5
998,   alexandra, coleman,20, handasyde street, barodoky, emerald,4030, wa,19070603,19, 07 07681246,8963581,9
2818,   amos, cicchini,12, burkitt street, cromdale, beverly hills,4170, qld,19841028,33, 08 21390750,8046137,2
8558,   jace, dent,1, carne place, locn 2830, launching place,2088, qld,19871221,28, 04 62234408,1659811,2
302,   hudson, cadman,3, candlebark close, ettalong beach village, balranald,3159, nsw,19330128,30, 08 55045721,3892055,0
5873,   susie, dixon,32, fiaschi street, gracemere grdns, barrack heights,7051, nsw,19900521,35, 07 99660722,9389096,4
2854,   kelly, estcourt,16, lynch street, bombowlee, naracoorte,3181, nsw,19980909,31, 03 50347935,8903152,4
1447,   jenifer, astley,63, woollum street, wilsonton medical centre, maryborough,2575, sa,19360225,37, 07 65908557,7113423,0
4302,   gina, clarke,86, skinner street, the summer place, ingleburn,4500, sa,19230530,29, 07 01758856,8072012,3
4866,   martin, rothe,18, iron place, jessiefield, east ryde,5098, act,19431017,34, 08 92908471,1355219,5
9,   santiago, edwardson,29, moynihan street, oora park, burraneer,6167, wa,19740121,23, 03 90876172,4918881,9
7269,   christina, benveniste,6, marr street, avalyn, spotswood,2113, nsw,19750617,40, 04 20725604,2166029,7
7936,   raymond, nicolle,3, copland drive, hollydale, north ryde,4355, nsw,19841125,20, 03 13905109,8801029,3
3419,   lorrie, leszczynski,388, drake brockman drive, villa 3, goornong,2025, nsw,19940418,27, 03 08955825,2836631,7
7158,   tina, white,22, new south wales crescent, kilmore, coffs harbour,4350, nsw,19580209,40, 02 05526157,1919194,1
6758,   crystal, coleman,6, unaipon avenue, crisvale, spring hill,6100, tas,19350116,23, 02 81765981,6386740,3
9737,   zachery, thorpe,44, paul coe crescent, kintyre, cowan cowan,2483, vic,19511014,30, 07 80265988,8959046,0
540,   mia, quilliam,37, nish place, first avenue, newborough,6333, nsw,19140609,39, 03 22284666,9445963,9
4953,   anita, matthews,16, tarrant crescent, aptmn 12, robertson,2250, vic,19300930,27, 08 97241096,7965996,2
6323,   eileen, hiscox,17, zeitz court, finis river, college grove,4564, nsw,19570204,24, 07 32091967,1493170,9
4325,   elizabeth, garforth,13, woolner circuit, rose-lea, sherwood,5127, vic,19311112,35, 07 30577090,6012123,3
3103,   harry, fitzpatrick,15, manning street, spring hill road, como,3181, nsw,19601215,37, 04 64989760,3218570,9
1534,   dakota, shepherd,9, earle street, sec 1, sefton,6066, qld,19641211,28, 03 80256071,5647467,8
4964,   anthony, ahmed,10, bundey street, oaklodge, riverstone,6107, vic,19400411,31, 02 92188055,1631779,3
4089,   susan, tri,121, winstanley street, villa 3, albany creek,2506, qld,19400804,20, 04 85946937,8976975,7
21,   christophe, mason,11, vonwiller crescent, innesfree, avondale heights,6059, nsw,19561225,27, 04 74960592,3501202,1
3681,   marcus, rawlings,70, gardiner street, brambletye vinyard, kardinya,3174, vic,19171129,33, 02 90641618,4390496,6
4038,   mark, ryan,1, twamley crescent, stump jump, maryborough,5070, nsw,19670119,29, 08 81999502,5554720,1
9984,   jamie, stephenson,69, longstaff street, top camp, alberton,2263, nsw,19400624,21, 08 06879509,7061462,3
7761,   winnie, burford,32, callaway crescent, old alloway farm, stanmore,4133, vic,19870403,38, 08 17984239,6192474,3
2749,   janell, pontifex,90, gillespie street, cherry haven, granville,3044, nsw,19790619,32, 04 65411755,6333092,0
6609,   ronald, emmanuel,11, parsons street, mehelu, whyalla,3936, nsw,19580131,25, 08 22553079,2871958,1
4865,   mary, moody,26, lochee place, greenswylde, marsden,2214, qld,19811001,23, 04 36424836,2903889,5
1547,   catherine, ma,4, lloyd place, glenfyne angus stud, loftus,2759, nsw,19950612,30, 02 99349525,2694602,9
7383,   xavier, hope,56, pettifer place, brentwood vlge, nunawading,5351, nsw,19790618,27, 03 39061430,5738736,1
1790,   doris, maczkowiack,9, giblin street, melody cottage, north beach,2480, tas,19590221,29, 02 35830530,8633364,3
1546,   geraldine, basterfield,15, wentworth avenue, baanenuc, frenchs forest,4019, vic,19220125,32, 08 19138922,4553115,8
685,   paula, green,14, knoke avenue, wurtulla shopping vlge, tanks corner,5044, vic,19470109,37, 04 35069145,3946601,0
3990,   carol, white,6, richmond street, cummins, nambour,3162, vic,19620214,27, 07 37725903,7204906,9
9367,   david, dibben,10, torrens street, wendley park, ringwood east,2081, sa,19340830,27, 03 19886295,3293355,6
8848,   archie, purdon,14, godfrey street, baringa orthopaedic centre, stratford,2404, wa,19280810,25, 02 64664635,4758423,2
9125,   kristy, neville,3, ferry place, darjeeling, panorama,5067, vic,19960731,28, 08 51241577,3298300,1
4360,   jennifer, shepherd,3, fremantle drive, dudley specialist medical centre, robertson,2026, nsw,19311129,37, 07 11950118,5230358,9
4296,   nathan, george,53, burkitt street, ra 23012, seymour,2647, vic,19360508,29, 02 77829203,5370891,8
1500,   joshua, mac neal,7, chisholm street, riverside professional centre, ingham,2315, sa,19280202,21, 04 44729973,3827257,4
6579,   ralph, byers,1994, were street, north star resort, glengowrie,2122, tas,19971218,21, 04 05511178,2877269,8
7578,   ryan, siviour,51, chippindall circuit, enfield park, camp hill,812, nsw,19690730,30, 08 53178309,9870155,5
4129,   delia, noble,61, conway place, keralland, woy woy,2204, nsw,19781127,26, 08 44501471,6391409,3
188,   kelly, coxon,18, mouat street, lindsay, jerrabomberra,2541, nsw,19260130,29, 08 26759441,6708587,8
3888,   allison, campbell,11, bourne street, autum lodge, cronulla,3104, nsw,19040726,30, 08 96245579,7626769,7
5067,   brooke, landau,16, kingscote crescent, crookshanks, cairns,3241, nsw,19791031,42, 04 63055433,9718709,8
8136,   jonathan, stephenson,20, laby place, walnut grove estate, coutts crossing,2790, nsw,19720808,33, 08 80931410,7563393,8
865,   aaron, perin,225, mackellar crescent, armidale private hospital, geelong east,4034, vic,19240229,31, 03 70157944,2245652,2
4505,   edna, salmi,40, cossington smith crescent, lazy acres, murray bridge,2217, vic,19100131,27, 03 94951530,3395651,5
6536,   gregg, coleman,11, louisa lawson crescent, shadoof lodge, bayswater,2529, sa,19351221,24, 02 23518923,5376667,0
1114,   claude, green,17, young street, wirruna, ascot park,2016, nsw,19850924,28, 04 41366986,2346440,0
4049,   aubrey, reid,346, ellenborough street, granny flat 2, broadbeach waters,2257, qld,19531009,32, 08 23438078,5652508,0
430,   rocco, bradshaw,37, higgins crescent, brackengrae, bittern,6011, qld,19880119,32, 07 72333695,7175348,6
7770,   aaron, brooker,244, majura avenue, binnalong, parkside,4064, nsw,19050308,26, 03 38914622,6851129,4
7821,   judy, white,92, mileham street, riggs creek vineyard, moorabbin,4218, nsw,19810508,32, 02 46168388,5703561,9
3234,   denise, arndt,42, acraman place, mayo, deniliquin,3806, sa,19470524,27, 07 86617107,3716549,1
6076,   latoya, sandman,24, la perouse street, west park, cherrybrook,3174, tas,19900921,18, 07 65033207,7228749,9
9254,   rebecca, mccarthy,3, hopkins street, cranbrook, paddington,6058, nsw,19341204,36, 02 61039679,9640622,2
1671,   brendan, vaccaro,31, barlee place, rosedale, wahroonga,2135, act,19450313,21, 08 22465083,6697803,9
2761,   noah, millar,21, mckillop circuit, cladagh, toowoomba,2263, wa,19990430,29, 08 63717412,4526754,6
6077,   bryant, zacharioglou,3, weddin circuit, poldoe park, gosford east,3194, sa,19340927,38, 08 12978383,3160286,0
7113,   aaron, marson,11, crisp circuit, five oaks, sunshine,2642, act,19241215,37, 08 07091569,3961975,9
1777,   jonathan, coleman,430, twelve trees crescent, aminya vlge, clayton,2151, qld,19780816,33, 08 25658936,7248381,1
1783,   derick, ryan,19, bendigo street, aprt 59, morwell,5014, nsw,19320626,25, 04 44075063,3958362,8
9149,   pamela, stanbury,13, werriwa crescent, rowallen estate, chelsea heights,2152, qld,19391231,36, 07 09944680,6646087,3
1351,   lakeshia, stephenson,5, cutbush street, villa 2, mooroolbark,2440, nsw,19461027,27, 08 54274877,2868703,4
7781,   ruby, white,61, blackett crescent, the manor garden, meadow springs,3089, qld,19390802,33, 04 93642093,3494191,0
4829,   joyce, lahey,67, hamelin crescent, central clinic, vinifera,2021, qld,19161012,28, 02 10622440,8135260,0
5505,   james, mac onochie,1, melrose drive, kodootonga, taree,2821, qld,19770426,22, 07 46034740,3510211,2
3299,   gail, gamlin,11, connelly place, the cabin, werrington,6009, wa,19830919,29, 03 52834528,7058810,6
9283,   hunter, egan,63, mcgrowdie place, cranbrook, port augusta,2560, nsw,19160705,27, 03 54799225,6388890,6
3938,   arnold, broders,115, birdwood street, sunset, lilydale,3927, nsw,19500215,37, 03 34084621,6317775,7
64,   juliana, hodby,30, campbell street, kings apmts, ryde,4152, nsw,19210717,33, 02 52270193,2749008,3
4381,   daniel, guymer,95, phillip avenue, villa 724 henry kendall vlge, balldale,3196, nsw,19420806,34, 08 34499717,9349133,5
371,   ronald, prideaux,14, barnett close, dalamar, cairns,3084, vic,19590524,28, 04 73924298,8999203,6
6788,   nelson, crouch,10, thornton place, carney's arcade, erskine,3207, nsw,19750120,33, 04 92192701,5749121,2
4392,   anthony, trimble,16, port jackson circuit, forestvale, charlestown,4815, nsw,19750710,30, 08 97186983,4634218,2
4899,   evelyn, coleman,4, groom street, locheil, ingleburn,3187, qld,19260127,41, 02 15302920,2605176,7
3487,   peter, gillick,6, fairweather circuit, vansittart court, mosman,4670, qld,19210901,22, 07 86890686,9936524,2
881,   marcia, berry,325, playfair place, mannibadar, smithfield,2099, nsw,19360826,31, 02 06398993,3481869,9
5955,   james, clarke,3, pinkerton circuit, calvery specialist clinic, raby,2031, qld,19580520,29, 02 77765072,9443108,1
5302,   alice, loutakis,19, werribee crescent, cherry court, belmont,3016, nsw,19000811,31, 02 97922530,5484844,2
8765,   lorenzo, green,12, adair street, rosary village, samford,2092, vic,19140915,27, 07 25898570,4393235,3
3475,   jamie, webb,9, ballumbir street, brindabella specialist centre, mount dandenong,2350, vic,19690707,17, 07 85416374,4377606,5
1083,   nathan, gerick,12, southern cross drive, baldivis estate, colac,3437, qld,19061005,34, 02 60897394,9559489,6
8562,   julia, runis,42, mayne street, abbatoir cottage, clayton,4556, nsw,19110414,24, 04 57821293,7654127,2
8947,   sean, nguyen,8, farnell place, b, beenleigh,2121, nsw,19110501,21, 03 65514426,3707670,0
9504,   dale, trent,24, giffen close, red hills, bayview heights,4211, qld,19170410,31, 08 08102379,1071434,4
2235,   hilda, maljik,17, dryandra street, danica, loftus,2730, vic,19760311,27, 04 61085226,2427399,3
808,   katelyn, paterson,28, kalgoorlie crescent, nyalla, nambour,3128, nsw,19700710,29, 02 93530486,9968190,1
5164,   jacob, seib,82, inglis place, berkeley vlge, golden grove,4702, wa,19251130,30, 07 30096995,5790806,9
8658,   kenneth, bloomfield,10, knox street, sheep station, brisbane,2541, sa,19380119,23, 03 93393505,1317409,5
2435,   james, spears,25, donnison place, callitris, belconnen,3550, nt,19160108,33, 07 78345182,5346040,1
3099,   jason, grubb,13, fincham crescent, kersley mews, inglewood,2447, qld,19200921,39, 03 73257769,3705031,1
4728,   sandra, george,143, tepper circuit, raaf, wattle flat,4064, nsw,19980910,24, 02 17177402,9315489,9
2399,   nancy, white,4, archdall street, albion heights, mount melville,4051, wa,19380331,34, 08 64791255,4849877,5
399,   tiffany, edson,30, mceachern crescent, hawkline, orbost,2234, tas,19501106,31, 03 12156521,8598629,3
6123,   kelley, bellchambers,28, carslaw street, villa 9 fingal haven, terrey hills,3162, wa,19200916,41, 08 01210085,9768091,1
1520,   christine, plumb,201, oakover circuit, wondilibi, kardinya,5244, nsw,19060903,36, 04 85434841,2123365,8
3057,   lillian, lodge,11, warrego circuit, shady creek, eleebana,5162, tas,19190621,25, 03 04527484,2588781,2
9449,   cindi, fearon,404, stanley street, clftn waters vlge, rose bay,5164, qld,19170702,38, 02 59964371,8873667,6
4128,   esther, reid,20, michie street, raffa estate, st kilda,2539, qld,19480102,34, 04 17306496,2487020,5
7500,   christopher, moody,4, phillip avenue, pyramid caravn park, figtree,4520, wa,19111025,29, 04 06333924,7678550,2
3969,   richard, simmonds,23, eaves street, larook, casino,3108, nsw,19400721,27, 03 18213769,8101100,7
7841,   tom, roche,31, dexter street, fiveways, lakemba,2196, nsw,19041130,25, 02 17465484,9555448,4
656,   logan, rawlings,8, bugden avenue, berkeley vlge, hoppers crossing,6210, qld,19680715,31, 08 49799331,6008477,1
629,   margaret, paveley,7, bundeela street, hse 139, kingaroy,2810, qld,19420722,34, 03 94594835,1350352,0
6464,   emma, dolan,3, stacy street, noosa outlook, norwood,4059, nsw,19531008,38, 02 47826808,9117144,8
4775,   imani, lamprey,21, hutt street, channel, mona vale,2847, qld,19021223,25, 08 43377338,9919962,9
8147,   jacob, crook,5, port arthur street, lapstone, enoggera,3107, vic,19750504,24, 07 57999631,5391230,5
3585,   latisha, lowe,124, millen street, red cedars motel, helidon,4224, nsw,19880302,30, 04 92029701,6999647,0
647,   patty, egglestone,16, thomas hart street, surfers hawaiian, glenmore park,4552, vic,19970704,23, 07 43992733,3668299,9
5653,   courtney, woodbury,306, gouger street, coolinda hostel, kelmscott,2443, vic,19950315,22, 08 30713809,3556103,4
6885,   michael, rolan,12, baines place, broughton brook, eastwood,6110, nsw,19361005,20, 03 31325581,1602142,9
233,   zachary, xiong,14, michell street, naygoondy, sanctuary point,6225, sa,19970210,23, 02 78637505,8581701,2
7518,   lyle, curry,39, pulleine crescent, kimbla, port augusta,3812, nsw,19931010,26, 04 67078225,2988629,0
4044,   scott, mahmoud,73, salmond street, carnsdale, hermit park,6330, nsw,19900514,28, 02 26636653,9620576,8
4178,   annie, clarke,60, bonney street, upton, dandenong north,2259, qld,19850401,34, 03 73951998,6565231,8
7314,   elizabeth, nguyen,30, tidbinbilla road, goyder centre, granville,4701, nsw,19420625,26, 04 97054610,2518372,6
284,   robert, halchuk,24, couchman crescent, rose-lea, toowoon bay,3178, vic,19790717,37, 07 73866464,3980597,6
8026,   whitney, meinhold,71, wilton road, jingara, woy woy,2140, sa,19890820,35, 02 58424080,2322796,4
3450,   charles, fauser,1, parker street, carramar home, brisbane,6016, nt,19590121,33, 04 02920421,3506223,0
5882,   winston, joraslafsky,1, sheehan street, lyndilan, ngunnawal,3178, wa,19781022,23, 08 37157930,6596460,8
4404,   maggie, toming,112, banks street, rowethorpe, glen innes,2228, nsw,19960911,30, 07 79816876,7370541,0
3598,   dylan, nguyen,13, namatjira drive, retirement village, failford,5251, nsw,19130320,27, 02 29679492,7171112,8
7721,   joseph, vincent,3, mugga way, wirringulla, frankston,3013, nsw,19730214,19, 03 10704112,6939686,0
4213,   gael, cordina,30, dowsley place, norma, dapto,4556, wa,19350724,29, 07 85544924,8804733,9
4513,   patricia, green,76, allyn close, inverglen, corowa,3064, vic,19521128,19, 04 15889441,8049445,6
1030,   jeffrey, wynne,750, cedrela place, burleigh heads delivery centr, aldinga beach,6530, nsw,19130818,29, 02 98248445,7689278,2
3249,   chester, herbert,36, higgins crescent, ningana, north haven,812, qld,19070811,37, 04 06159580,9177784,5
3374,   daniel, white,8, ross smith crescent, booligal, dianella,2010, vic,19651005,27, 08 07755506,7800820,5
1431,   keith, hope,38, lamb place, tulloch, joslin,2423, nsw,19670216,20, 03 26533367,1023059,3
4014,   joseph, grimm,36, healy street, brownrigg, devonport,5164, nsw,19770131,23, 03 33246453,5694364,2
9074,   lisa, glass,2, searle place, hosea mizpah, campbelltown,2007, nsw,19540811,36, 08 21353826,9136716,0
8729,   hobert, astinall,16, wettenhall circuit, glen-erin, concord,4107, vic,19430715,20, 07 86816680,6492411,3
8593,   william, webb,41, rees place, calderwood, margaret river,2548, qld,19440121,28, 03 68255841,2131680,3
7218,   mark, janzso,12, eungella street, bendarra, yagoona,6008, sa,19611214,37, 03 14191700,8731140,7
265,   nancy, pyper,148, carrington street, studio indigo, colac,3054, vic,19380801,38, 07 68986554,8500723,4
7101,   linda, hoerner,29, summerville crescent, nunkeri, yungaburra,3172, vic,19030701,31, 07 67175793,5383608,2
3994,   ernest, hilton,9, gamban square, jarroo, beaumaris,3136, nsw,19750410,29, 02 76354472,3738596,6
9846,   susan, statham,58, lewis luxton avenue, swinton, toronto,4740, qld,19650105,32, 03 91634771,3143645,0
165,   edward, matthews,12, carron street, burnie north west private hospital, rowville,5113, wa,19740606,34, 07 54798269,3645888,5
221,   harley, shepherd,8, cowper street, burnside, goolwa south,4810, vic,19800407,27, 02 92046214,3367771,1
6143,   brandon, nguyen,1, sugarloaf circuit, glenmore, north narrabeen,2096, wa,19601008,18, 07 43034214,2550671,6
852,   chandler, thredgold,1, benstead place, carrington retrmnt vlge, pooraka,5159, qld,19631213,32, 04 76144979,1996921,2
2893,   alan, wehr,240, ringrose crescent, delmar, ashgrove,3087, nsw,19230710,20, 08 17582037,7894509,8
7614,   caroline, noble,82, northbourne avenue, glenview, huonville,2640, wa,19510709,26, 08 00594047,7832093,1
3690,   aden, nguyen,71, bullock circuit, highgate, mackay north,4865, nsw,19501216,33, 03 14675353,9524392,7
8038,   angel, allard,42, rapanea street, rosehill, glen innes,2147, wa,19960222,33, 08 86364329,5438774,4
2130,   alexa, portlock,58, empire circuit, lingdale, hayborough,3564, vic,19920325,25, 04 73732689,1586307,4
4593,   james, lowry,5, la perouse street, arawang, st huberts island,3083, sa,19850830,26, 04 04694575,7517427,3
1996,   joseph, galbraith,11, wattle street, charlestown, mcmahons point,4157, vic,19460227,35, 03 45164884,8156365,2
797,   julianna, boyes,70, cethana place, kiaora, bethanga,4350, vic,19210222,29, 04 36011860,3673911,1
9312,   cynthia, dixon,28, grant crescent, marina one, bunya mountain,5304, vic,19490130,29, 03 61894050,1655366,7
7445,   rocky, robson,107, willoughby crescent, pyramid caravn park, orange,4680, nsw,19101218,32, 04 31819186,7375763,6
4467,   gay, flannery,142, love street, yambacoona, hazelwood north,5007, qld,19230117,34, 03 87304768,7038313,4
3054,   cynthia, stoneman,2, conyers street, jindalee bullagreen, kirrawee,2226, wa,19560920,21, 02 37058559,1004421,5
5443,   rena, ferrar,2, chirnside circuit, gloccamorra, mitcham,4405, nsw,19531019,27, 03 61344713,4829433,5
9809,   robert, verco,202, carstensz street, the mews royal hotel bldg, mulwala,2323, nsw,19680617,26, 08 60364650,1617015,1
5043,   joanne, campbell,230, hughson place, amaroo hostel, greendale,2650, tas,19591209,30, 07 76255310,3919927,5
5528,   irwin, reid,48, outtrim avenue, marian vale, rowville,5068, vic,19960529,38, 02 56500441,8631791,7
6283,   edward, sette,172, goldfinch circuit, hi pine, mount helen,4812, nsw,19701015,25, 08 26756503,4151537,3
4751,   lillie, hobson,2, moorhouse street, ruglen, dawesville,5606, wa,19211119,34, 02 40786950,8977439,6
6726,   hayley, verco,36, nicklin crescent, baybreeze, marmion,6282, wa,19800208,21, 08 86037065,2906289,3
9527,   veronica, reid,30, dunn place, glenworth, murray bridge,3195, vic,19680322,24, 04 15525834,2196934,2
4682,   shelley, campbell,118, mugga way, henley appartments, corio,4215, wa,19170802,23, 02 20870559,6185935,5
6059,   jaxson, frahn,95, yerrabi place, paramatta park, woollahra,3138, nsw,19400824,37, 03 98047930,9285854,3
4967,   kathy, maynard,15, somerset street, pretty gully co-op, asquith,6163, qld,19500528,39, 03 40406443,5878712,2
810,   jaron, halley,29, guy place, chobe, geraldton,2478, vic,19781127,34, 04 10699072,7478339,4
2706,   anna, ryan,4, kanooka street, milbrodale, broken hill,3031, nsw,19940331,20, 03 27332651,7545023,0
173,   joseph, ploughman,59, pudney street, st vincents medical centre, burwood,5067, qld,19311210,32, 02 89385869,9774497,6
1112,   jennifer, ballantyne,2, burria place, carrington retirement, kellyville,2032, vic,19070122,27, 04 47781113,3547006,7
4226,   angela, lamberton,9, bilby place, bellbird ctge, bargara,2756, qld,19970921,32, 08 93872120,6088410,0
9778,   jacquelyn, reece,17, croton street, lords house, burrum heads,2099, vic,19051225,29, 02 30659482,4195254,7
4284,   james, goldsworthy,15, meyers place, mini acres, adamstown,6210, nsw,19050214,28, 07 12267711,1527234,2
9911,   kelly, hoffman,93, serpentine street, gwandalan, ashfield,4865, wa,19190717,34, 02 34496938,8337433,0
1524,   linda, ryan,44, battersby circuit, elura homestead, garah,4132, vic,19920408,25, 08 59537102,2103126,8
5792,   john, musca,45, namadgi circuit, romilly hills, brighton,7250, act,19050404,33, 08 03662264,5746120,2
4500,   virginia, manson,23, deamer crescent, ardrossan, campbellfield,6108, vic,19230104,41, 04 25980421,8417109,1
9380,   thomas, tiedemann,19, gasking close, glenhay, prospect,2777, nsw,19510819,32, 08 42880884,3454417,7
5780,   mary, bristow,4, parer place, laurel bank, modbury heights,5043, nsw,19990513,23, 03 50148811,1735559,9
5398,   annette, gioia,39, flinders way, loma, forest hill,6172, qld,19650725,26, 08 60919769,6327694,8
7487,   alexandra, crouch,8, fremantle drive, ordview estate, petrie,3377, vic,19690916,31, 04 77278252,2443023,8
6532,   rachel, haydock-wilson,59, copland drive, rsl park, st kilda west,4680, vic,19490524,29, 04 07884200,3187261,1
1922,   bryan, minter,76, castleton crescent, evergreen, collie,4115, nsw,19630201,24, 07 20242601,7436102,3
5890,   destini, stubbs,100, corlette crescent, marathon mews, cawarral,5256, vic,19860324,35, 02 25501723,6030258,0
6153,   john, lavigne,41, tambo street, wallendoon station, burnie,2500, vic,19841023,27, 08 20160200,8959547,5
1120,   johnny, crook,92, barnard circuit, honeywood, dunbogan,6147, vic,19890806,42, 07 70338256,6076590,2
2941,   jessica, coulson,4, banambila street, ardrossan, boondall,4068, vic,19580118,27, 03 20132026,5086389,3
9944,   andrew, boxer,10, mirrool street, peak view, hartley,7325, sa,19130318,35, 02 67090486,1241700,5
9800,   nicholas, thorpe,7, giltinan place, landen, hope valley,3928, vic,19630106,25, 04 33771370,5070021,4
6236,   elizabeth, egan,54, oldershaw court, clanoc cottage, logan reserve,2612, qld,19560608,31, 07 98706778,8556621,6
4408,   edwin, green,23, mawson drive, homestead caravan park, wendouree,4170, nsw,19220927,37, 08 80719793,6464667,6
7708,   marissa, modystach,16, kulgera street, kieta, lindfield,5008, nt,19441201,32, 07 55654247,4863676,1
414,   rebecca, clarke,178, longmore crescent, wilga, arundel,3414, vic,19520329,23, 04 35172080,2291507,7
3818,   jamie, beattie,41, sampson close, coolalinga village, campsie,4159, vic,19090403,23, 08 06404401,7525904,6
3767,   laura, ngai,44, halifax close, meroo manor, clifton springs,6532, vic,19771020,21, 07 81255372,7231673,0
7744,   zander, nye,345, martens crescent, nuffield village, eumundi,2444, sa,19600413,28, 07 79002935,1096365,4
6712,   ryder, colquhoun,6, bainton crescent, isabella est, clifton springs,6149, vic,19351114,35, 04 95109379,9824658,0
462,   michael, campbell,30, cobar place, brentwood vlge, taree,6327, vic,19031008,35, 04 81556652,8593375,6
5228,   andrew, kinter,5, sharman place, round hill, bunbury,5037, wa,19800328,27, 04 21372694,1119824,2
2916,   larry, de voga,51, darby street, tupelo, thornbury,3170, qld,19120630,42, 02 62719426,4915948,3
9718,   alexander, potticary,8, burrinjuck crescent, redwood village, toowoomba,5083, wa,19371203,30, 07 88419978,7433739,8
590,   michael, salt,13, axford place, glen elgin, taree,4709, qld,19680324,32, 03 08882412,1557132,7
3393,   jack, lount,27, jefferis street, emu downs, mirrabooka,6019, qld,19611103,27, 03 48240949,1945333,2
6122,   marc, reid,21, boronia drive, parkglen, hindmarsh west,2065, nsw,19801007,23, 08 41176521,9454890,1
9837,   deborah, lowe,59, diamantina crescent, laane coree, noble park,3148, nsw,19250130,34, 08 60661386,6428951,2
196,   brittany, westbrook,3, bathurst place, palm lake resort, eaglehawk,3079, qld,19350930,29, 07 74316936,3984630,8
